circuit,time,fpi,wind,gust,percent
ANACONDA,2021-10-23 12:00:00,0,0,31.987666651694024,0.7580015794240289
ANACONDA,2021-10-23 12:10:00,0.16479099657728447,0,33.22387416998461,0.7872955964451329
ANACONDA,2021-10-23 12:20:00,1.004165475649156,0.9555923366712789,26.583386484807328,3.0825559247460608
ANACONDA,2021-10-23 12:30:00,0.885980067430829,0.8843144988259657,32.75423394589185,2.8526274155676314
ANACONDA,2021-10-23 12:40:00,0.6691643277475263,0.71428297483532,33.78442745844841,2.304138628501032
ANACONDA,2021-10-23 12:50:00,0.4219330653191846,1.027759382196731,28.969051010868487,3.315352845795907
ANACONDA,2021-10-23 13:00:00,0,1.4297437245316176,32.75709462948304,4.612076530747154
ANACONDA,2021-10-23 13:10:00,0,1.5973799584862278,30.550700252810728,5.152838575762026
ANACONDA,2021-10-23 13:20:00,0.46441754016651565,1.6381927880960494,34.5224490782773,5.284492864825966
ANACONDA,2021-10-23 13:30:00,1.2305179764604102,3.193726893768189,32.59691269178845,10.302344818607063
ANACONDA,2021-10-23 13:40:00,1.3808454633275815,3.6348919209707766,33.53143494130609,11.725457809583151
ANACONDA,2021-10-23 13:50:00,1.3578644801189257,4.565028035186556,38.53910770217581,14.725896887698568
ANACONDA,2021-10-23 14:00:00,1.507657722631284,6.067112269884122,33.002467857631665,19.571329902852007
ANACONDA,2021-10-23 14:10:00,1.9414727010562238,6.714221328956209,35.056667623623156,21.6587784805039
ANACONDA,2021-10-23 14:20:00,1.8015330015364583,6.125737707858312,29.95558909354495,19.76044421889778
ANACONDA,2021-10-23 14:30:00,1.2316526434215636,5.838468949041471,34.5357538758785,18.833770803359585
ANACONDA,2021-10-23 14:40:00,1.511826852074559,5.076404386513799,27.948632627034357,16.375498021012255
ANACONDA,2021-10-23 14:50:00,2.089912255494146,3.7794442793620444,30.471687573190607,12.191755739877562
ANACONDA,2021-10-23 15:00:00,2.5066006689294347,4.298223079710774,25.659894868174487,13.865235741002497
ANACONDA,2021-10-23 15:10:00,2.8031234644217653,4.993712088656709,32.53074656885555,16.108748673086158
ANACONDA,2021-10-23 15:20:00,2.7507694216398892,5.617878410138776,28.58464388953708,18.122188419802505
ANACONDA,2021-10-23 15:30:00,2.927632899231098,6.238508511526451,31.62722167476609,20.124221004924035
