Date,Julian,Hour,Station,Standard,ZipCodes,Scope,HlyAirTmp (F),HlyDewPnt (F),HlyEto (in),HlyNetRad (Ly/day),HlyAsceEto (in),HlyAsceEtr (in),HlyPrecip (in),HlyRelHum (%),HlyResWind (MPH),HlySoilTmp (F),HlySolRad (Ly/day),HlyVapPres (mBars),HlyWindDir (°),HlyWindSpd (MPH)
2020-10-30,304,0100,6,english,"95618, 95617, 95616",hourly,45.4,35.7,0,-88,0,,0,69,2,57.6,0,7.1,217,2.2
2020-10-30,304,0200,6,english,"95618, 95617, 95616",hourly,45.1,35.9,0,-88,0,,0,70,1.5,57.2,0,7.2,251,1.7
2020-10-30,304,0300,6,english,"95618, 95617, 95616",hourly,43.9,34.7,0,-88,0,,0,70,1.8,56.9,0,6.8,274,2.1
2020-10-30,304,0400,6,english,"95618, 95617, 95616",hourly,43.6,34.1,0,-89,0,,0,69,1.3,56.6,0,6.6,269,1.4
2020-10-30,304,0500,6,english,"95618, 95617, 95616",hourly,45,35.4,0,-88,0,,0,69,1.6,56.4,0,7,267,1.6
2020-10-30,304,0600,6,english,"95618, 95617, 95616",hourly,42.8,33.6,0,-89,0,,0,70,1.3,56.1,0,6.5,277,1.3
2020-10-30,304,0700,6,english,"95618, 95617, 95616",hourly,43.2,34.3,0,-76,0,,0,71,1.1,55.9,17,6.7,314,1.1
2020-10-30,304,0800,6,english,"95618, 95617, 95616",hourly,45.2,35.2,0,63,0,,0,68,1.1,55.7,229,7,257,1.2
2020-10-30,304,0900,6,english,"95618, 95617, 95616",hourly,54.4,37.5,0.01,248,0.01,,0,53,3.6,55.7,590,7.6,353,3.7
2020-10-30,304,1000,6,english,"95618, 95617, 95616",hourly,59.7,38.1,0.01,442,0.01,,0,44,4.6,56.1,902,7.8,353,4.8
2020-10-30,304,1100,6,english,"95618, 95617, 95616",hourly,65,38.3,0.01,585,0.01,,0,37,3.1,56.9,1121,7.9,350,3.9
2020-10-30,304,1200,6,english,"95618, 95617, 95616",hourly,69.7,37.3,0.02,650,0.02,,0,30,2.7,57.8,1222,7.6,346,3.7
2020-10-30,304,1300,6,english,"95618, 95617, 95616",hourly,73.2,38.5,0.02,633,0.02,,0,28,3.1,58.8,1196,7.9,349,4.1
2020-10-30,304,1400,6,english,"95618, 95617, 95616",hourly,76.1,37.6,0.01,534,0.01,,0,25,0.7,59.7,1050,7.7,41,2.5
2020-10-30,304,1500,6,english,"95618, 95617, 95616",hourly,77.2,35.9,0.01,367,0.01,,0,22,1.5,60.4,795,7.1,103,2.7
2020-10-30,304,1600,6,english,"95618, 95617, 95616",hourly,78.1,35.2,0.01,168,0.01,,0,21,2.1,60.8,466,6.9,171,2.6
2020-10-30,304,1700,6,english,"95618, 95617, 95616",hourly,75.5,36.6,0,-2,0,,0,24,2.8,60.8,146,7.4,181,3.1
2020-10-30,304,1800,6,english,"95618, 95617, 95616",hourly,68.6,38.5,0,-87,0,,0,33,1.7,60.6,4,7.9,149,2.1
2020-10-30,304,1900,6,english,"95618, 95617, 95616",hourly,61.3,37.3,0,-87,0,,0,41,0.7,60.3,0,7.6,78,1.1
2020-10-30,304,2000,6,english,"95618, 95617, 95616",hourly,54,46.5,0,-75,0,,0,76,0.5,59.8,0,10.8,88,1.2
2020-10-30,304,2100,6,english,"95618, 95617, 95616",hourly,50.5,46,0,-74,0,,0,84,0.3,59.3,0,10.6,97,1.2
2020-10-30,304,2200,6,english,"95618, 95617, 95616",hourly,49.5,41.5,0,-77,0,,0,74,1.1,58.9,0,8.9,212,1.5
2020-10-30,304,2300,6,english,"95618, 95617, 95616",hourly,49.8,38.5,0,-80,0,,0,65,1.5,58.5,0,7.9,182,1.8
2020-10-30,304,2400,6,english,"95618, 95617, 95616",hourly,47.7,37.8,0,-79,0,,0,68,0.8,58.2,0,7.7,128,1.6
2020-10-31,305,0100,6,english,"95618, 95617, 95616",hourly,47,37,0,-89,0,,0,68,1.2,57.8,0,7.5,226,1.3
2020-10-31,305,0200,6,english,"95618, 95617, 95616",hourly,46.7,36.7,0,-89,0,,0,68,1.3,57.4,0,7.4,324,1.7
2020-10-31,305,0300,6,english,"95618, 95617, 95616",hourly,45.2,36.6,0,-88,0,,0,71,2.4,57.1,0,7.3,296,2.8
2020-10-31,305,0400,6,english,"95618, 95617, 95616",hourly,46.4,36.9,0,-89,0,,0,69,1.1,56.8,0,7.4,330,1.8
2020-10-31,305,0500,6,english,"95618, 95617, 95616",hourly,46.8,36.4,0,-89,0,,0,67,1,56.5,0,7.3,321,1.4
2020-10-31,305,0600,6,english,"95618, 95617, 95616",hourly,47.4,37.5,0,-89,0,,0,68,1.5,56.3,0,7.6,350,1.8
2020-10-31,305,0700,6,english,"95618, 95617, 95616",hourly,45.5,36.7,0,-74,0,,0,71,0.9,56,19,7.4,251,1.6
2020-10-31,305,0800,6,english,"95618, 95617, 95616",hourly,48.7,37.8,0,72,0,,0,66,2.4,55.9,243,7.7,338,2.5
2020-10-31,305,0900,6,english,"95618, 95617, 95616",hourly,55.9,38.6,0.01,244,0.01,,0,52,4.1,55.9,585,7.9,5,4.3
2020-10-31,305,1000,6,english,"95618, 95617, 95616",hourly,61.8,39.1,0.01,435,0.01,,0,43,3.9,56.4,894,8.1,30,4.2
2020-10-31,305,1100,6,english,"95618, 95617, 95616",hourly,66.9,38.7,0.01,579,0.01,,0,36,4.5,57.1,1118,8,13,4.8
2020-10-31,305,1200,6,english,"95618, 95617, 95616",hourly,71.2,38.2,0.02,638,0.02,,0,30,5.4,57.9,1204,7.8,0,5.7
2020-10-31,305,1300,6,english,"95618, 95617, 95616",hourly,74.5,39,0.02,619,0.02,,0,28,4.5,58.9,1174,8.1,0,5.2
2020-10-31,305,1400,6,english,"95618, 95617, 95616",hourly,77.2,39,0.02,521,0.02,,0,25,5,59.8,1028,8.1,354,5.7
2020-10-31,305,1500,6,english,"95618, 95617, 95616",hourly,78.5,37.9,0.01,353,0.01,,0,23,3.8,60.4,769,7.7,23,4.3
2020-10-31,305,1600,6,english,"95618, 95617, 95616",hourly,78.9,37,0.01,163,0.01,,0,22,2.6,60.7,456,7.5,52,3
2020-10-31,305,1700,6,english,"95618, 95617, 95616",hourly,77.4,37.1,0,-7,0,,0,23,1.7,60.8,137,7.5,141,2
2020-10-31,305,1800,6,english,"95618, 95617, 95616",hourly,70.1,39.1,0,-87,0,,0,32,2,60.6,4,8.1,158,2.1
2020-10-31,305,1900,6,english,"95618, 95617, 95616",hourly,64.2,38.9,0,-87,0,,0,39,1.3,60.3,0,8.1,157,1.5
2020-10-31,305,2000,6,english,"95618, 95617, 95616",hourly,55.7,49.6,0,-73,0,,0,80,0.9,59.9,0,12.1,58,1.1
2020-10-31,305,2100,6,english,"95618, 95617, 95616",hourly,52.2,46.7,0,-74,0,,0,81,1.2,59.5,0,10.8,189,1.7
2020-10-31,305,2200,6,english,"95618, 95617, 95616",hourly,52,43.3,0,-76,0,,0,72,1.6,59.2,0,9.5,197,1.7
2020-10-31,305,2300,6,english,"95618, 95617, 95616",hourly,52.2,40.2,0,-79,0,,0,64,1,58.9,0,8.5,179,1.4
2020-10-31,305,2400,6,english,"95618, 95617, 95616",hourly,51.4,42.8,0,-76,0,,0,72,1.2,58.6,0,9.3,97,1.2
2020-11-01,306,0100,6,english,"95618, 95617, 95616",hourly,50.1,39.3,0,-86,0,,0,66,0.6,58.2,0,8.2,153,1
2020-11-01,306,0200,6,english,"95618, 95617, 95616",hourly,48.6,39.5,0,-85,0,,0,70,1.3,57.9,0,8.2,262,1.4
2020-11-01,306,0300,6,english,"95618, 95617, 95616",hourly,46.8,36.5,0,-87,0,,0,67,1.5,57.6,0,7.3,253,1.6
2020-11-01,306,0400,6,english,"95618, 95617, 95616",hourly,45.7,35.9,0,-87,0,,0,68,1.4,57.3,0,7.1,278,1.4
2020-11-01,306,0500,6,english,"95618, 95617, 95616",hourly,44.8,35.6,0,-87,0,,0,70,1.1,57,0,7.1,280,1.2
2020-11-01,306,0600,6,english,"95618, 95617, 95616",hourly,44.2,37.1,0,-85,0,,0,76,1.5,56.7,0,7.5,274,1.8
2020-11-01,306,0700,6,english,"95618, 95617, 95616",hourly,44,35.9,0,-76,0,,0,73,1.6,56.4,14,7.2,279,1.9
2020-11-01,306,0800,6,english,"95618, 95617, 95616",hourly,47.2,37.4,0,69,0,,0,68,1.8,56.2,235,7.6,304,2.5
2020-11-01,306,0900,6,english,"95618, 95617, 95616",hourly,54.9,41.6,0.01,257,0.01,,0,61,3.9,56.1,569,8.9,356,4
2020-11-01,306,1000,6,english,"95618, 95617, 95616",hourly,61.1,42.5,0.01,457,0.01,,0,50,3.5,56.6,883,9.2,6,3.7
2020-11-01,306,1100,6,english,"95618, 95617, 95616",hourly,66.9,43.4,0.01,605,0.01,,0,42,3.5,57.3,1105,9.6,22,3.9
2020-11-01,306,1200,6,english,"95618, 95617, 95616",hourly,71.7,42,0.02,667,0.02,,0,34,4.6,58.2,1196,9.1,16,4.9
2020-11-01,306,1300,6,english,"95618, 95617, 95616",hourly,75,41.4,0.02,641,0.02,,0,30,3.1,59.3,1156,8.9,25,3.9
2020-11-01,306,1400,6,english,"95618, 95617, 95616",hourly,76.8,39.9,0.01,541,0.02,,0,27,3.7,60.2,1013,8.4,46,4.3
2020-11-01,306,1500,6,english,"95618, 95617, 95616",hourly,78.2,39,0.01,377,0.01,,0,24,3.4,60.7,770,8.1,44,4.3
2020-11-01,306,1600,6,english,"95618, 95617, 95616",hourly,78.7,38.6,0.01,180,0.01,,0,24,3.5,61,456,8,37,3.9
2020-11-01,306,1700,6,english,"95618, 95617, 95616",hourly,77.3,38.6,0,-1,0,,0,25,2.4,61.1,148,8,40,3
2020-11-01,306,1800,6,english,"95618, 95617, 95616",hourly,68.3,38.9,0,-86,0,,0,34,0.8,60.8,6,8,214,1.3
2020-11-01,306,1900,6,english,"95618, 95617, 95616",hourly,62.1,38.9,0,-87,0,,0,42,0.9,60.4,0,8,265,1
2020-11-01,306,2000,6,english,"95618, 95617, 95616",hourly,53.6,43.9,0,-78,0,,0,70,1.7,59.9,0,9.8,248,2.3
2020-11-01,306,2100,6,english,"95618, 95617, 95616",hourly,51.5,43.9,0,-77,0,,0,75,1.3,59.3,0,9.8,242,1.9
2020-11-01,306,2200,6,english,"95618, 95617, 95616",hourly,52.4,39.8,0,-81,0,,0,62,1.6,58.8,0,8.3,234,2.1
2020-11-01,306,2300,6,english,"95618, 95617, 95616",hourly,51.7,36.7,0,-83,0,,0,56,1.3,58.4,0,7.4,251,1.5
2020-11-01,306,2400,6,english,"95618, 95617, 95616",hourly,50.5,36.1,0,-83,0,,0,58,1,58,0,7.2,292,1.2
2020-11-02,307,0100,6,english,"95618, 95617, 95616",hourly,49.6,35.9,0,-94,0,,0,59,0.9,57.6,0,7.2,248,1
2020-11-02,307,0200,6,english,"95618, 95617, 95616",hourly,47.8,34.5,0,-94,0,,0,60,1.7,57.3,0,6.8,266,1.9
2020-11-02,307,0300,6,english,"95618, 95617, 95616",hourly,46.6,34,0,-94,0,,0,61,1.4,57,0,6.6,278,1.6
2020-11-02,307,0400,6,english,"95618, 95617, 95616",hourly,45.9,33.7,0,-94,0,,0,62,1.1,56.8,0,6.5,265,1.3
2020-11-02,307,0500,6,english,"95618, 95617, 95616",hourly,44.6,34.5,0,-92,0,,0,67,1.4,56.5,0,6.8,290,1.5
2020-11-02,307,0600,6,english,"95618, 95617, 95616",hourly,45.2,34.6,0,-92,0,,0,66,1.5,56.2,0,6.8,270,1.7
2020-11-02,307,0700,6,english,"95618, 95617, 95616",hourly,44.9,33.9,0,-81,0,,0,65,1.6,56,16,6.6,261,1.9
2020-11-02,307,0800,6,english,"95618, 95617, 95616",hourly,49.5,36.2,0,65,0,,0,60,1.7,55.8,240,7.2,311,1.9
2020-11-02,307,0900,6,english,"95618, 95617, 95616",hourly,58.8,37.9,0.01,258,0.01,,0,46,4.7,55.8,583,7.7,359,4.9
2020-11-02,307,1000,6,english,"95618, 95617, 95616",hourly,65.3,38.9,0.01,453,0.01,,0,38,6.7,56.3,890,8,6,6.9
2020-11-02,307,1100,6,english,"95618, 95617, 95616",hourly,70.1,38.5,0.02,587,0.02,,0,31,6.5,57.1,1085,7.9,5,6.7
2020-11-02,307,1200,6,english,"95618, 95617, 95616",hourly,74,39.7,0.02,659,0.02,,0,29,4.6,58.1,1194,8.3,25,5.2
2020-11-02,307,1300,6,english,"95618, 95617, 95616",hourly,77.8,39.8,0.02,636,0.02,,0,26,3.3,59.1,1158,8.3,18,4.4
2020-11-02,307,1400,6,english,"95618, 95617, 95616",hourly,80.1,39.3,0.01,528,0.01,,0,23,2,60.1,997,8.2,37,3
2020-11-02,307,1500,6,english,"95618, 95617, 95616",hourly,81.5,38.5,0.01,365,0.01,,0,22,2.7,60.8,754,7.9,71,3.2
2020-11-02,307,1600,6,english,"95618, 95617, 95616",hourly,82,37.7,0.01,164,0.01,,0,21,1.7,61.1,426,7.7,72,2.3
2020-11-02,307,1700,6,english,"95618, 95617, 95616",hourly,79.4,38.8,0,-7,0,,0,23,2.4,61.2,130,8,155,2.5
2020-11-02,307,1800,6,english,"95618, 95617, 95616",hourly,71.7,41.2,0,-83,0,,0,33,2.1,61,2,8.8,168,2.3
2020-11-02,307,1900,6,english,"95618, 95617, 95616",hourly,66.5,41.3,0,-82,0,,0,40,2.9,60.6,0,8.8,169,3.6
2020-11-02,307,2000,6,english,"95618, 95617, 95616",hourly,60.2,46.8,0,-74,0,,0,61,2.4,60.1,0,10.9,164,2.8
2020-11-02,307,2100,6,english,"95618, 95617, 95616",hourly,54.9,49.2,0,-70,0,,0,81,0.9,59.7,0,11.9,43,1.3
2020-11-02,307,2200,6,english,"95618, 95617, 95616",hourly,55.3,44.9,0,-73,0,,0,68,1.3,59.4,0,10.1,101,1.6
2020-11-02,307,2300,6,english,"95618, 95617, 95616",hourly,57.5,41.6,0,-77,0,,0,55,1.9,59.1,0,8.9,131,2.2
2020-11-02,307,2400,6,english,"95618, 95617, 95616",hourly,55.5,39.7,0,-77,0,,0,55,2.2,58.8,0,8.3,135,2.5
2020-11-03,308,0100,6,english,"95618, 95617, 95616",hourly,53.2,39.6,0,-90,0,,0,60,1.5,58.5,0,8.3,111,2.2
2020-11-03,308,0200,6,english,"95618, 95617, 95616",hourly,53.6,41.6,0,-88,0,,0,64,2,58.2,0,8.9,178,2.8
2020-11-03,308,0300,6,english,"95618, 95617, 95616",hourly,50.5,40.7,0,-87,0,,0,69,1.2,58,0,8.6,182,2.2
2020-11-03,308,0400,6,english,"95618, 95617, 95616",hourly,49,40.1,0,-87,0,,0,71,2.3,57.7,0,8.4,240,2.6
2020-11-03,308,0500,6,english,"95618, 95617, 95616",hourly,47.6,40.4,0,-86,0,,0,76,1.4,57.4,0,8.5,62,2.2
2020-11-03,308,0600,6,english,"95618, 95617, 95616",hourly,44.6,38,0,-86,0,,0,78,2.1,57.1,0,7.8,243,2.7
2020-11-03,308,0700,6,english,"95618, 95617, 95616",hourly,43.1,37.1,0,-74,0,,0,79,1.2,56.9,15,7.5,333,1.7
2020-11-03,308,0800,6,english,"95618, 95617, 95616",hourly,45.4,38.3,0,58,0,,0,76,1.7,56.6,218,7.8,270,1.9
2020-11-03,308,0900,6,english,"95618, 95617, 95616",hourly,52.8,41.6,0.01,251,0.01,,0,66,3.6,56.5,563,8.9,342,3.8
2020-11-03,308,1000,6,english,"95618, 95617, 95616",hourly,59.3,42.9,0.01,448,0.01,,0,54,4.2,56.8,872,9.4,334,4.5
2020-11-03,308,1100,6,english,"95618, 95617, 95616",hourly,64.3,43.9,0.01,592,0.01,,0,48,3.4,57.6,1086,9.8,356,3.8
2020-11-03,308,1200,6,english,"95618, 95617, 95616",hourly,67.7,44.8,0.01,657,0.01,,0,44,3.3,58.6,1179,10.1,313,3.9
2020-11-03,308,1300,6,english,"95618, 95617, 95616",hourly,71,45.3,0.01,627,0.01,,0,40,2.7,59.6,1130,10.3,316,3.5
2020-11-03,308,1400,6,english,"95618, 95617, 95616",hourly,74.8,44.4,0.01,521,0.01,,0,34,1.2,60.6,976,9.9,210,2.5
2020-11-03,308,1500,6,english,"95618, 95617, 95616",hourly,76.9,43.8,0.01,365,0.01,,0,31,3.6,61.3,747,9.7,201,4.1
2020-11-03,308,1600,6,english,"95618, 95617, 95616",hourly,76.7,43.1,0.01,169,0.01,,0,30,5.5,61.6,432,9.5,186,5.8
2020-11-03,308,1700,6,english,"95618, 95617, 95616",hourly,74.6,42.9,0,-1,0,,0,32,3.8,61.5,134,9.4,178,4
2020-11-03,308,1800,6,english,"95618, 95617, 95616",hourly,68.2,40.2,0,-84,0,,0,36,1.7,61.2,3,8.5,135,2
2020-11-03,308,1900,6,english,"95618, 95617, 95616",hourly,63.3,42.5,0,-81,0,,0,47,2.4,60.8,0,9.2,132,2.6
2020-11-03,308,2000,6,english,"95618, 95617, 95616",hourly,54.4,45.9,0,-74,0,,0,73,2,60.2,0,10.5,115,2.3
2020-11-03,308,2100,6,english,"95618, 95617, 95616",hourly,49.6,44.9,0,-73,0,,0,84,0.7,59.6,0,10.1,124,1.6
2020-11-03,308,2200,6,english,"95618, 95617, 95616",hourly,46.4,38.6,0,-76,0,,0,74,2,59,0,8,247,2.3
2020-11-03,308,2300,6,english,"95618, 95617, 95616",hourly,48.2,40.2,0,-76,0,,0,74,1.9,58.6,0,8.5,239,2
2020-11-03,308,2400,6,english,"95618, 95617, 95616",hourly,46.1,39.4,0,-75,0,,0,77,1.6,58.2,0,8.2,189,1.7
2020-11-04,309,0100,6,english,"95618, 95617, 95616",hourly,44.3,38.5,0,-84,0,,0,80,1.9,57.8,0,7.9,192,1.9
2020-11-04,309,0200,6,english,"95618, 95617, 95616",hourly,43.7,37.6,0,-84,0,,0,79,1.3,57.4,0,7.7,213,1.3
2020-11-04,309,0300,6,english,"95618, 95617, 95616",hourly,44.2,38.7,0,-84,0,,0,81,1.2,57.1,0,8,173,1.3
2020-11-04,309,0400,6,english,"95618, 95617, 95616",hourly,42.7,36.4,0,-85,0,,0,78,1.9,56.8,0,7.3,221,1.9
2020-11-04,309,0500,6,english,"95618, 95617, 95616",hourly,44,38.3,0,-84,0,,0,80,2,56.5,0,7.9,207,2.3
2020-11-04,309,0600,6,english,"95618, 95617, 95616",hourly,44.6,39.1,0,-84,0,,0,81,1,56.2,0,8.1,20,1.9
2020-11-04,309,0700,6,english,"95618, 95617, 95616",hourly,44.3,39.3,0,-72,0,,0,82,1.3,56,16,8.2,213,1.7
2020-11-04,309,0800,6,english,"95618, 95617, 95616",hourly,47.9,41,0,66,0,,0,77,0.8,55.9,228,8.7,350,2.3
2020-11-04,309,0900,6,english,"95618, 95617, 95616",hourly,54.5,43.7,0.01,243,0.01,,0,67,4.2,55.9,550,9.7,40,4.6
2020-11-04,309,1000,6,english,"95618, 95617, 95616",hourly,60.1,44.9,0.01,427,0.01,,0,57,2.2,56.4,834,10.2,25,2.7
2020-11-04,309,1100,6,english,"95618, 95617, 95616",hourly,64.8,45.5,0.01,565,0.01,,0,49,3.2,57.1,1037,10.4,8,3.8
2020-11-04,309,1200,6,english,"95618, 95617, 95616",hourly,69.5,42.6,0.01,633,0.01,,0,38,2.7,58.2,1141,9.3,48,3.2
2020-11-04,309,1300,6,english,"95618, 95617, 95616",hourly,73.1,43.3,0.02,612,0.02,,0,34,3.5,59.2,1111,9.5,343,4.3
2020-11-04,309,1400,6,english,"95618, 95617, 95616",hourly,75.8,42.2,0.01,505,0.01,,0,30,3.3,60.1,955,9.1,353,4.2
2020-11-04,309,1500,6,english,"95618, 95617, 95616",hourly,77.6,41.8,0.01,347,0.01,,0,28,5,60.8,718,9,354,5.2
2020-11-04,309,1600,6,english,"95618, 95617, 95616",hourly,78.1,41.8,0.01,155,0.01,,0,27,4.6,61.3,408,9,358,5
2020-11-04,309,1700,6,english,"95618, 95617, 95616",hourly,76.8,40.8,0,-13,0,,0,27,3.1,61.4,114,8.7,348,3.3
2020-11-04,309,1800,6,english,"95618, 95617, 95616",hourly,71.7,41.6,0,-81,0,,0,34,3.1,61.2,2,8.9,327,3.1
2020-11-04,309,1900,6,english,"95618, 95617, 95616",hourly,68.4,40.4,0,-82,0,,0,36,3.7,60.8,0,8.5,326,3.8
2020-11-04,309,2000,6,english,"95618, 95617, 95616",hourly,64.7,40.8,0,-80,0,,0,42,3,60.4,0,8.7,302,3.1
2020-11-04,309,2100,6,english,"95618, 95617, 95616",hourly,59.4,39.1,0,-78,0,,0,47,1.5,60,0,8.1,302,1.7
2020-11-04,309,2200,6,english,"95618, 95617, 95616",hourly,56,39.1,0,-77,0,,0,53,1,59.6,0,8.1,276,1
2020-11-04,309,2300,6,english,"95618, 95617, 95616",hourly,54.1,38.9,0,-76,0,,0,56,1.5,59.2,0,8,271,1.5
2020-11-04,309,2400,6,english,"95618, 95617, 95616",hourly,52.6,39,0,-75,0,,0,60,1.7,58.9,0,8.1,230,2.2
2020-11-05,310,0100,6,english,"95618, 95617, 95616",hourly,52.6,39.3,0,-91,0,,0,61,0.7,58.6,0,8.2,183,1.4
2020-11-05,310,0200,6,english,"95618, 95617, 95616",hourly,51.1,39,0,-91,0,,0,63,1.3,58.3,0,8.1,272,1.4
2020-11-05,310,0300,6,english,"95618, 95617, 95616",hourly,52,41.1,0,-89,0,,0,66,1.7,58,0,8.8,168,1.9
2020-11-05,310,0400,6,english,"95618, 95617, 95616",hourly,49.2,39.7,0,-89,0,,0,70,0.9,57.8,0,8.3,207,1
2020-11-05,310,0500,6,english,"95618, 95617, 95616",hourly,48.7,41.7,0,-87,0,,0,77,0.7,57.5,0,9,151,1
2020-11-05,310,0600,6,english,"95618, 95617, 95616",hourly,46.5,39.9,0,-87,0,,0,78,0.4,57.3,0,8.4,217,1
2020-11-05,310,0700,6,english,"95618, 95617, 95616",hourly,45.2,40,0,-76,0,,0,82,1.2,57.1,14,8.4,218,1.7
2020-11-05,310,0800,6,english,"95618, 95617, 95616",hourly,48.2,41.1,0,63,0,,0,76,1.2,56.8,228,8.8,308,1.5
2020-11-05,310,0900,6,english,"95618, 95617, 95616",hourly,57.9,47.6,0,245,0.01,,0,69,2.3,56.8,557,11.2,323,2.5
2020-11-05,310,1000,6,english,"95618, 95617, 95616",hourly,65.1,44.2,0.01,435,0.01,,0,47,1.4,57.2,860,9.9,15,2.1
2020-11-05,310,1100,6,english,"95618, 95617, 95616",hourly,69.7,43.7,0.01,576,0.01,,0,39,1.3,58,1071,9.7,11,2.5
2020-11-05,310,1200,6,english,"95618, 95617, 95616",hourly,73,43.5,0.02,638,0.02,,0,35,2.5,59,1159,9.6,21,3.2
2020-11-05,310,1300,6,english,"95618, 95617, 95616",hourly,76.2,44.3,0.01,615,0.01,,0,32,1.1,60,1122,9.9,24,2.6
2020-11-05,310,1400,6,english,"95618, 95617, 95616",hourly,79,44.5,0.01,516,0.01,,0,29,1.4,60.9,978,10,161,2.8
2020-11-05,310,1500,6,english,"95618, 95617, 95616",hourly,80,44.1,0.01,345,0.01,,0,28,3.9,61.6,717,9.8,154,4.3
2020-11-05,310,1600,6,english,"95618, 95617, 95616",hourly,79.4,45.4,0.01,151,0.01,,0,30,3.6,61.8,400,10.3,149,4
2020-11-05,310,1700,6,english,"95618, 95617, 95616",hourly,77.2,45.8,0,-5,0,,0,33,2.4,61.8,119,10.5,137,2.5
2020-11-05,310,1800,6,english,"95618, 95617, 95616",hourly,72.4,45.5,0,-77,0,,0,38,2.4,61.5,2,10.4,159,2.7
2020-11-05,310,1900,6,english,"95618, 95617, 95616",hourly,67.9,46.1,0,-76,0,,0,46,3.7,61.2,0,10.6,166,3.9
2020-11-05,310,2000,6,english,"95618, 95617, 95616",hourly,65.3,46.5,0,-75,0,,0,51,3.9,60.8,0,10.8,161,4
2020-11-05,310,2100,6,english,"95618, 95617, 95616",hourly,63.9,45.5,0,-75,0,,0,51,4.2,60.5,0,10.4,155,4.4
2020-11-05,310,2200,6,english,"95618, 95617, 95616",hourly,61.7,44.7,0,-74,0,,0,54,3,60.2,0,10.1,148,3.2
2020-11-05,310,2300,6,english,"95618, 95617, 95616",hourly,60.4,45.5,0,-73,0,,0,58,3.2,59.9,0,10.4,136,3.4
2020-11-05,310,2400,6,english,"95618, 95617, 95616",hourly,59.5,47.5,0,-71,0,,0,64,3.5,59.7,0,11.2,121,3.8
2020-11-06,311,0100,6,english,"95618, 95617, 95616",hourly,58.4,46.9,0,-60,0,,0,66,3.1,59.5,0,10.9,121,3.4
2020-11-06,311,0200,6,english,"95618, 95617, 95616",hourly,56.5,45.9,0,-60,0,,0,67,2.8,59.3,0,10.5,131,3.1
2020-11-06,311,0300,6,english,"95618, 95617, 95616",hourly,54.8,46.3,0,-59,0,,0,73,1.7,59.1,0,10.7,168,3.2
2020-11-06,311,0400,6,english,"95618, 95617, 95616",hourly,55,46.7,0,-59,0,,0,73,1,59,0,10.8,238,2.6
2020-11-06,311,0500,6,english,"95618, 95617, 95616",hourly,58,47,0,-60,0,,0,67,6.1,58.8,0,11,304,6.9
2020-11-06,311,0600,6,english,"95618, 95617, 95616",hourly,58.2,41,0,-64,0,,0,53,8.5,58.7,0,8.7,323,8.6
2020-11-06,311,0700,6,english,"95618, 95617, 95616",hourly,55.7,36,0,-63,0,,0,47,12.1,58.6,5,7.2,293,12.6
2020-11-06,311,0800,6,english,"95618, 95617, 95616",hourly,54.4,35.9,0,-5,0,,0,49,9,58.4,83,7.1,264,9.3
2020-11-06,311,0900,6,english,"95618, 95617, 95616",hourly,56.3,36,0.01,153,0.01,,0,46,9.4,58.2,391,7.2,278,9.8
2020-11-06,311,1000,6,english,"95618, 95617, 95616",hourly,59,36,0.01,313,0.01,,0,42,11.3,58.3,648,7.2,290,11.7
2020-11-06,311,1100,6,english,"95618, 95617, 95616",hourly,58.6,35,0.01,273,0.01,,0,41,9,58.6,581,6.9,295,9.4
2020-11-06,311,1200,6,english,"95618, 95617, 95616",hourly,60.3,34.9,0.01,628,0.01,,0,38,7.2,58.9,1146,6.9,281,8
2020-11-06,311,1300,6,english,"95618, 95617, 95616",hourly,62.1,35.1,0.02,616,0.01,,0,36,7.8,59.4,1130,6.9,242,8.4
2020-11-06,311,1400,6,english,"95618, 95617, 95616",hourly,63.7,33.8,0.02,538,0.02,,0,33,9.5,59.8,1035,6.6,244,10
2020-11-06,311,1500,6,english,"95618, 95617, 95616",hourly,63.8,33.2,0.01,371,0.01,,0,32,9.3,60,779,6.4,243,9.8
2020-11-06,311,1600,6,english,"95618, 95617, 95616",hourly,62,34.7,0.01,160,0.01,,0,36,10.2,60,423,6.8,266,10.9
2020-11-06,311,1700,6,english,"95618, 95617, 95616",hourly,57.4,36.8,0,-31,0,,0,46,8.6,59.8,74,7.4,252,9
2020-11-06,311,1800,6,english,"95618, 95617, 95616",hourly,55,37.4,0,-82,0,,0,51,5.9,59.3,2,7.6,223,6
2020-11-06,311,1900,6,english,"95618, 95617, 95616",hourly,52.7,38.9,0,-81,0,,0,59,5.9,58.9,0,8.1,214,6
2020-11-06,311,2000,6,english,"95618, 95617, 95616",hourly,51.1,39.6,0,-79,0,,0,64,5.3,58.5,0,8.3,200,5.4
2020-11-06,311,2100,6,english,"95618, 95617, 95616",hourly,49,39.9,0,-78,0,,0,71,3.5,58.1,0,8.4,186,3.7
2020-11-06,311,2200,6,english,"95618, 95617, 95616",hourly,47.1,40,0,-77,0,,0,76,1.4,57.8,0,8.4,130,1.4
2020-11-06,311,2300,6,english,"95618, 95617, 95616",hourly,48.5,38.9,0,-79,0,,0,69,3.9,57.5,0,8,354,4.8
2020-11-06,311,2400,6,english,"95618, 95617, 95616",hourly,49.5,41.1,0,-77,0,,0,73,11,57.3,0,8.8,352,11.1
