,HlyAirTmp (F),HlyRelHum (%),HlyWindSpd (MPH)
2,0.9583333333333334,1.0,0.6527777777777778
5,0.9583333333333334,0.9444444444444444,0.7916666666666666
6,0.9166666666666666,1.0,0.3055555555555556
7,0.9583333333333334,1.0,0.6944444444444444
12,0.9583333333333334,1.0,0.2916666666666667
13,1.0,0.9861111111111112,0.6805555555555556
15,1.0,1.0,0.6944444444444444
35,1.0,0.9166666666666666,0.7361111111111112
39,1.0,0.7916666666666666,0.8333333333333334
41,1.0,0.9166666666666666,0.7916666666666666
43,0.8888888888888888,1.0,0.3472222222222222
44,1.0,0.6666666666666666,0.8472222222222222
47,0.0,0.0,0.3333333333333333
52,1.0,0.8888888888888888,0.875
54,1.0,0.9444444444444444,0.8611111111111112
56,0.9444444444444444,1.0,0.5555555555555556
57,0.9166666666666666,1.0,0.5833333333333334
62,1.0,0.4861111111111111,0.7916666666666666
64,0.9444444444444444,0.875,0.8888888888888888
68,1.0,0.875,0.8472222222222222
70,0.9861111111111112,1.0,0.4583333333333333
71,0.9722222222222222,1.0,0.4305555555555556
75,0.9861111111111112,0.6666666666666666,0.7083333333333334
77,0.8194444444444444,1.0,0.3194444444444444
78,1.0,0.7916666666666666,0.8194444444444444
80,1.0,0.9861111111111112,0.8194444444444444
83,0.8611111111111112,0.9166666666666666,0.4305555555555556
84,0.9722222222222222,0.9444444444444444,0.4444444444444444
87,1.0,0.9027777777777778,0.8194444444444444
88,1.0,0.9305555555555556,0.75
90,1.0,1.0,0.4444444444444444
91,0.9444444444444444,0.8472222222222222,0.5833333333333334
92,0.8888888888888888,1.0,0.5416666666666666
99,1.0,0.625,0.8333333333333334
103,0.7222222222222222,0.9305555555555556,0.4027777777777778
104,0.9722222222222222,0.9305555555555556,0.7083333333333334
105,0.9166666666666666,1.0,0.5972222222222222
106,0.9583333333333334,0.9861111111111112,0.8055555555555556
107,0.9166666666666666,0.75,0.8472222222222222
109,0.8055555555555556,0.9166666666666666,0.5555555555555556
113,1.0,1.0,0.7361111111111112
114,0.9861111111111112,1.0,0.8055555555555556
116,0.7361111111111112,0.7083333333333334,0.6944444444444444
117,1.0,0.7777777777777778,0.7361111111111112
121,0.8055555555555556,1.0,0.2916666666666667
124,0.8472222222222222,0.9722222222222222,0.5555555555555556
125,0.8611111111111112,0.9583333333333334,0.6805555555555556
126,0.9861111111111112,1.0,0.7361111111111112
129,1.0,0.9305555555555556,0.7083333333333334
131,0.9722222222222222,1.0,0.4027777777777778
135,0.9861111111111112,0.7638888888888888,0.9305555555555556
136,1.0,0.8888888888888888,0.7777777777777778
139,0.8194444444444444,0.9861111111111112,0.2777777777777778
140,0.9722222222222222,1.0,0.3194444444444444
142,0.9722222222222222,1.0,0.7222222222222222
143,0.9722222222222222,1.0,0.7916666666666666
144,0.8472222222222222,1.0,0.5277777777777778
146,0.9722222222222222,1.0,0.875
147,1.0,0.625,0.8055555555555556
148,0.9583333333333334,1.0,0.875
150,1.0,0.5416666666666666,0.8611111111111112
151,1.0,0.6111111111111112,0.8472222222222222
152,1.0,0.7222222222222222,0.7222222222222222
153,1.0,0.6805555555555556,0.7361111111111112
155,0.9861111111111112,1.0,0.3888888888888889
157,0.8194444444444444,0.9583333333333334,0.4861111111111111
158,0.8055555555555556,0.9444444444444444,0.5694444444444444
